FID;COORD_X;COORD_Y;LONGITUD;ANGLE;C_Tram;C_Nus_I;C_Nus_F;Distric_D;NDistric_D;Illa_D;CVia_D;TVia_D;NVia_D;Tram_Dret;Distric_E;NDistric_E;Illa_E;CVia_E;TVia_E;NVia_E;Tram_Esq
2605;428547.288;4580352.395;141.621;-45;T03476S;N02160Z;N01894A;03;Sants-Montjuïc;21790;314701;Carrer;Carrer Santa Dorotea;2 <=> 10;03;Sants-Montjuïc;21780;314701;Carrer;Carrer Santa Dorotea;1 <=> 11
2606;428591.371;4580285.505;31.818;318.72;T03477T;N01894A;N02178J;03;Sants-Montjuïc;21770;096702;Carrer;Carrer Chopin;2 - 4;03;Sants-Montjuïc;21721;096702;Carrer;Carrer Chopin;1
2607;428559.958;4580251.931;98.254;29.95;T03480O;N02178J;N01897D;03;Sants-Montjuïc;21770;135101;Carrer;Carrer Font Florida;2 <=> 18;03;Sants-Montjuïc;21760;135101;Carrer;Carrer Font Florida;1 - 3 <=> 19
2608;428741.355;4580536.603;159.414;314.33;T03486U;N02158F;N02165E;03;Sants-Montjuïc;21650;207304;Carrer;Carrer Mèxic;2 - 4 <=> 6 - 20;03;Sants-Montjuïc;21640;207304;Carrer;Carrer Mèxic;1 <=> 3 - 19
2609;428826.394;4580449.73;94.492;314.49;T03487V;N02165E;N02170B;03;Sants-Montjuïc;21661;207304;Carrer;Carrer Mèxic;22 <=> 34;03;Sants-Montjuïc;21640;207304;Carrer;Carrer Mèxic;21 <=> 27
2610;429360.27;4580661.598;163.212;43.8;T03492S;N01541E;N02184H;03;Sants-Montjuïc;21520;329902;Carrer;Carrer Tamarit;73 - 77 <=> 85 - 87;03;Sants-Montjuïc;21510;329902;Carrer;Carrer Tamarit;68 <=> 84
2611;429455.131;4580634.098;94.123;-21;T03493T;N02185I;N02186J;03;Sants-Montjuïc;21450;268309;Passatge;Passatge Prunera;2 <=> 22;03;Sants-Montjuïc;21460;268309;Passatge;Passatge Prunera;1 <=> 17
2612;429532.952;4580578.537;112.168;1.38;T03494U;N02187K;N02188L;03;Sants-Montjuïc;21440;234500;Carrer;Carrer Olivera;40 - 32 <=> 52 - 44;03;Sants-Montjuïc;21430;234500;Carrer;Carrer Olivera;25 <=> 39
2613;429444.284;4580561.07;64.354;1.27;T03495V;N02189M;N02190F;03;Sants-Montjuïc;21472;316900;Plaça;Plaça Santa Madrona;9999;03;Sants-Montjuïc;21471;316900;Plaça;Plaça Santa Madrona;1 <=> 5
2614;429444.296;4580576.967;65.178;0.38;T03496W;N02191G;N02188L;03;Sants-Montjuïc;21472;316900;Plaça;Plaça Santa Madrona;9999;03;Sants-Montjuïc;21460;316900;Plaça;Plaça Santa Madrona;6 - 9 <=> 10
2615;429529.638;4580670.542;124.556;60.1;T03497X;N01540D;N02185I;03;Sants-Montjuïc;21450;353306;Carrer;Carrer Vallhonrat;2 <=> 20;03;Sants-Montjuïc;21440;353306;Carrer;Carrer Vallhonrat;1 <=> 27
2616;429487.926;4580597.074;45.502;61.3;T03498Y;N02185I;N02188L;03;Sants-Montjuïc;21460;353306;Carrer;Carrer Vallhonrat;26 - 22 <=> 30;03;Sants-Montjuïc;21440;353306;Carrer;Carrer Vallhonrat;1 <=> 27
2617;429476.669;4580569.482;15.405;88.39;T03499Z;N02188L;N02189M;03;Sants-Montjuïc;21472;316900;Plaça;Plaça Santa Madrona;9999;03;Sants-Montjuïc;21430;149503;Carrer;Carrer Grases;1 - 3
2618;429409.972;4580690.425;78.846;-88;T03500B;N01541E;N02186J;03;Sants-Montjuïc;21510;129459;Carrer;Carrer Font Honrada;4 - 2 <=> 20;03;Sants-Montjuïc;21450;129459;Carrer;Carrer Font Honrada;1 <=> 9 - 11
2619;429411.503;4580613.991;74.477;-90;T03501C;N02186J;N02191G;03;Sants-Montjuïc;21510;129459;Carrer;Carrer Font Honrada;4 - 2 <=> 20;03;Sants-Montjuïc;21460;129459;Carrer;Carrer Font Honrada;13 - 15 <=> 25
2620;429411.911;4580568.555;16.401;271.42;T03502D;N02191G;N02190F;03;Sants-Montjuïc;21472;316900;Plaça;Plaça Santa Madrona;9999;03;Sants-Montjuïc;21500;129459;Carrer;Carrer Font Honrada;22
2621;429477.236;4580533.159;57.267;-88;T03503E;N02189M;N02192H;03;Sants-Montjuïc;21471;149503;Carrer;Carrer Grases;2 <=> 10;03;Sants-Montjuïc;21430;149503;Carrer;Carrer Grases;1 - 3 <=> 11
2622;429479.192;4580458.105;98.133;271.44;T03504F;N02192H;N02193I;03;Sants-Montjuïc;21480;149503;Carrer;Carrer Grases;12 <=> 28;03;Sants-Montjuïc;21420;149503;Carrer;Carrer Grases;13 <=> 29
2623;429617.296;4580580.001;56.551;0.22;T03505G;N02194J;N02187K;03;Sants-Montjuïc;21380;234500;Carrer;Carrer Olivera;24 - 26 <=> 30;03;Sants-Montjuïc;21390;234500;Carrer;Carrer Olivera;19 <=> 23
2624;429366.622;4580575.824;92.134;1.56;T03506H;N02191G;N02195K;03;Sants-Montjuïc;21510;234500;Carrer;Carrer Olivera;62 - 54 <=> 80;03;Sants-Montjuïc;21500;234500;Carrer;Carrer Olivera;41 <=> 57
2625;429590.226;4580507.458;56.183;1.26;T03508J;N02197M;N02198N;03;Sants-Montjuïc;21390;230703;Carrer;Carrer Mare de Déu del Remei;20 <=> 22;03;Sants-Montjuïc;21400;230703;Carrer;Carrer Mare de Déu del Remei;15 - 17 <=> 23
2626;429520.08;4580505.689;84.154;1.57;T03509K;N02198N;N02192H;03;Sants-Montjuïc;21430;230703;Carrer;Carrer Mare de Déu del Remei;24 <=> 34;03;Sants-Montjuïc;21420;230703;Carrer;Carrer Mare de Déu del Remei;25 <=> 39
2627;429445.704;4580503.331;64.676;2.14;T03510D;N02192H;N02199O;03;Sants-Montjuïc;21471;230703;Carrer;Carrer Mare de Déu del Remei;36 <=> 40;03;Sants-Montjuïc;21480;230703;Carrer;Carrer Mare de Déu del Remei;41 <=> 49
2628;429382.146;4580501.771;63.619;0.65;T03511E;N02199O;N02200Q;03;Sants-Montjuïc;21500;230703;Carrer;Carrer Mare de Déu del Remei;40 B - 42 <=> 48;03;Sants-Montjuïc;21490;230703;Carrer;Carrer Mare de Déu del Remei;51 <=> 55
2629;429412.751;4580531.241;58.246;-89;T03512F;N02190F;N02199O;03;Sants-Montjuïc;21500;129459;Carrer;Carrer Font Honrada;22 <=> 34 - 32;03;Sants-Montjuïc;21471;129459;Carrer;Carrer Font Honrada;27 <=> 33
2630;429414.921;4580456.043;92.214;-88;T03513G;N02199O;N02201R;03;Sants-Montjuïc;21490;129459;Carrer;Carrer Font Honrada;36 <=> 50;03;Sants-Montjuïc;21480;129459;Carrer;Carrer Font Honrada;35 <=> 51
2631;429613.392;4580654.664;160.052;71.9;T03514H;N01535G;N02187K;03;Sants-Montjuïc;21440;281806;Carrer;Carrer Ricart;2 <=> 22;03;Sants-Montjuïc;21380;281806;Carrer;Carrer Ricart;1 <=> 15
2632;429575.581;4580543.367;77.838;69.8;T03515I;N02187K;N02198N;03;Sants-Montjuïc;21430;281806;Carrer;Carrer Ricart;24 <=> 34;03;Sants-Montjuïc;21390;281806;Carrer;Carrer Ricart;17 <=> 27 T
2633;429530.267;4580454.663;121.881;45.83;T03516J;N02198N;N02193I;03;Sants-Montjuïc;21420;281806;Carrer;Carrer Ricart;36 - 38 <=> 52;03;Sants-Montjuïc;21400;281806;Carrer;Carrer Ricart;29 <=> 37 - 47
2634;429631.941;4580544.092;77.023;69.27;T03517K;N02194J;N02197M;03;Sants-Montjuïc;21390;043706;Carrer;Carrer Bòbila;2 <=> 12;03;Sants-Montjuïc;21341;043706;Carrer;Carrer Bòbila;1 <=> 11
2635;429601.666;4580461.153;99.57;70.47;T03518L;N02197M;N02202S;03;Sants-Montjuïc;21400;043706;Carrer;Carrer Bòbila;14 - 16 <=> 34;03;Sants-Montjuïc;21342;043706;Carrer;Carrer Bòbila;13 <=> 25 - 27
2636;429685.063;4580688.404;75.465;69.84;T03519M;N01546J;N02203T;03;Sants-Montjuïc;21380;334301;Carrer;Carrer Teodor Bonaplata;2 - 4 <=> 6;03;Sants-Montjuïc;21370;334301;Carrer;Carrer Teodor Bonaplata;1 <=> 5
2637;429660.285;4580581.287;29.528;4.57;T03520F;N02204U;N02194J;03;Sants-Montjuïc;21341;226309;Plaça;Plaça Las Navas;0;03;Sants-Montjuïc;21341;226309;Plaça;Plaça Las Navas;8
2638;429694.481;4580646.333;46.719;340.71;T03522H;N02203T;N02205V;03;Sants-Montjuïc;21352;226309;Plaça;Plaça Las Navas;0;03;Sants-Montjuïc;21370;226309;Plaça;Plaça Las Navas;1 <=> 3
2639;429755.547;4580677.696;114.558;45.04;T03523I;N01545I;N02205V;03;Sants-Montjuïc;21370;165306;Carrer;Carrer Jaume Fabra;2 - 6 <=> 16;03;Sants-Montjuïc;21360;165306;Carrer;Carrer Jaume Fabra;1 - 5 <=> 11 - 13
2640;429691.117;4580615.018;74.888;43.08;T03524J;N02205V;N02204U;03;Sants-Montjuïc;21352;226309;Plaça;Plaça Las Navas;9999;03;Sants-Montjuïc;21351;226309;Plaça;Plaça Las Navas;4 <=> 7
2641;429969.742;4580660.627;101.673;-28;T03525K;N02206W;N02207X;03;Sants-Montjuïc;20670;043400;Carrer;Carrer Blai;50 <=> 70;03;Sants-Montjuïc;20680;043400;Carrer;Carrer Blai;49 <=> 61
2642;429929.617;4580703.135;40.271;75.15;T03527M;N01543G;N02207X;03;Sants-Montjuïc;20691;700803;Plaça;Plaça Ocellets;1;03;Sants-Montjuïc;20670;094707;Carrer;Carrer Creu dels Molers;1 - 3
2643;429910.11;4580634.169;104.054;73.8;T03528N;N02207X;N02208Y;03;Sants-Montjuïc;20690;094707;Carrer;Carrer Creu dels Molers;2 <=> 14;03;Sants-Montjuïc;20680;094707;Carrer;Carrer Creu dels Molers;5 <=> 25 - 27
2644;429924;4580506.635;98.088;-17;T03531I;N02211T;N02212U;03;Sants-Montjuïc;20710;224303;Carrer;Carrer Murillo;4 - 2 <=> 22 - 20;03;Sants-Montjuïc;20720;224303;Carrer;Carrer Murillo;1 - 3 <=> 17 - 19
2645;429895.492;4580446.045;76.911;-16;T03532J;N02213V;N02214W;03;Sants-MontjuÃ¯c;20720;189202;Carrer;Carrer Magalh?es;44 <=> 52;03;Sants-MontjuÃ¯c;20731;189202;Carrer;Carrer Magalh?es;43 - 45 <=> 55
2646;429831.067;4580464.829;57.304;-16;T03533K;N02214W;N02215X;03;Sants-MontjuÃ¯c;20700;189202;Carrer;Carrer Magalh?es;54 <=> 60;03;Sants-MontjuÃ¯c;20740;189202;Carrer;Carrer Magalh?es;57 - 59 <=> 65
2647;429766.944;4580484.035;76.573;343.1;T03534L;N02215X;N02216Y;03;Sants-MontjuÃ¯c;21290;189202;Carrer;Carrer Magalh?es;83 - 85 <=> 67 - 73;03;Sants-MontjuÃ¯c;21280;189202;Carrer;Carrer Magalh?es;62 - 68 E
2648;429886.275;4580552.411;66.268;73.7;T03535M;N02208Y;N02212U;03;Sants-Montjuïc;20700;094707;Carrer;Carrer Creu dels Molers;18 - 16 <=> 50;03;Sants-Montjuïc;20710;094707;Carrer;Carrer Creu dels Molers;29 <=> 41
2649;429867.772;4580488.677;66.463;73.9;T03536N;N02212U;N02214W;03;Sants-Montjuïc;20700;094707;Carrer;Carrer Creu dels Molers;18 - 16 <=> 50;03;Sants-Montjuïc;20720;094707;Carrer;Carrer Creu dels Molers;43 <=> 59
2650;429849.476;4580424.184;67.616;74.4;T03537O;N02214W;N02217Z;03;Sants-Montjuïc;20740;094707;Carrer;Carrer Creu dels Molers;52 <=> 66;03;Sants-Montjuïc;20731;094707;Carrer;Carrer Creu dels Molers;61 <=> 71 - 75
2651;429939.35;4580558.667;101.395;329.74;T03538P;N02218A;N02208Y;03;Sants-Montjuïc;20680;108007;Carrer;Carrer Elkano;44 <=> 62 B;03;Sants-Montjuïc;20710;108007;Carrer;Carrer Elkano;35 <=> 49
2652;429868.001;4580592.349;57.471;343.56;T03539Q;N02208Y;N02209Z;03;Sants-Montjuïc;20690;108007;Carrer;Carrer Elkano;64 <=> 68;03;Sants-Montjuïc;20700;108007;Carrer;Carrer Elkano;51 <=> 53 B
2653;429825.573;4580605.412;31.328;-18;T03540J;N02209Z;N02210S;03;Sants-Montjuïc;21270;108007;Carrer;Carrer Elkano;70;03;Sants-Montjuïc;21280;108007;Carrer;Carrer Elkano;55
2654;429763.615;4580624.482;98.333;-17;T03541K;N02210S;N02205V;03;Sants-Montjuïc;21360;108007;Carrer;Carrer Elkano;72 <=> 82 - 80 B;03;Sants-Montjuïc;21351;108007;Carrer;Carrer Elkano;57 <=> 75
2655;429782.414;4580570.463;97.795;54.65;T03542L;N02210S;N02219B;03;Sants-Montjuïc;21351;086301;Carrer;Carrer Concòrdia;20 <=> 32;03;Sants-Montjuïc;21280;086301;Carrer;Carrer Concòrdia;3 <=> 17 - 19
2656;429742.2;4580512.818;42.787;56.13;T03543M;N02219B;N02216Y;03;Sants-Montjuïc;21330;086301;Carrer;Carrer Concòrdia;34 <=> 42 A;03;Sants-Montjuïc;21280;086301;Carrer;Carrer Concòrdia;21 <=> 23 - 27
2657;429701.808;4580455.539;97.406;54.23;T03544N;N02216Y;N02220U;03;Sants-Montjuïc;21330;086301;Carrer;Carrer Concòrdia;44 <=> 64;03;Sants-Montjuïc;21290;086301;Carrer;Carrer Concòrdia;29 - 31 <=> 45
2658;429822.009;4580536.694;132.791;73.9;T03545O;N02209Z;N02215X;03;Sants-Montjuïc;21280;273400;Carrer;Carrer Radas;2 <=> 28 - 26;03;Sants-Montjuïc;20700;273400;Carrer;Carrer Radas;19 B <=> 53
2659;429738.69;4580540.203;36.373;-32;T03547Q;N02219B;N02222W;03;Sants-Montjuïc;21351;234500;Carrer;Carrer Olivera;2 <=> 22;03;Sants-Montjuïc;21330;234500;Carrer;Carrer Olivera;1 - 5
2660;429699.145;4580565.931;57.993;-34;T03548R;N02222W;N02204U;03;Sants-Montjuïc;21351;234500;Carrer;Carrer Olivera;2 <=> 22;03;Sants-Montjuïc;21341;234500;Carrer;Carrer Olivera;7 - 11 <=> 15 - 17
2661;429665.259;4580456.931;99.459;57.93;T03549S;N02223X;N02224Y;03;Sants-Montjuïc;21330;061107;Carrer;Carrer Pedreres;4 - 2 <=> 36;03;Sants-Montjuïc;21342;061107;Carrer;Carrer Pedreres;1 <=> 37
2662;429707.46;4580524.449;59.784;58.1;T03550L;N02224Y;N02222W;03;Sants-Montjuïc;21330;061107;Carrer;Carrer Pedreres;4 - 2 <=> 36;03;Sants-Montjuïc;21341;061107;Carrer;Carrer Pedreres;1 <=> 37
2663;429279.219;4580666.576;131.534;292.21;T03552N;N01537I;N02184H;03;Sants-Montjuïc;21531;178400;Carrer;Carrer Lleida;2 - 28;03;Sants-Montjuïc;21520;178400;Carrer;Carrer Lleida;1 <=> 7
2664;429312.633;4580586.932;43.925;294.38;T03553O;N02184H;N02195K;03;Sants-Montjuïc;21531;178400;Carrer;Carrer Lleida;30 <=> 30 Int;03;Sants-Montjuïc;21510;178400;Carrer;Carrer Lleida;9 <=> 11
2665;429336.337;4580531.051;77.498;292.2;T03554P;N02195K;N02200Q;03;Sants-Montjuïc;21531;178400;Carrer;Carrer Lleida;32;03;Sants-Montjuïc;21500;178400;Carrer;Carrer Lleida;13 <=> 23
2666;428885.931;4580712.254;48.652;40.5;T03556R;N01539K;N02226A;03;Sants-Montjuïc;21532;114000;Plaça;Plaça Espanya;0;03;Sants-Montjuïc;21531;114000;Plaça;Plaça Espanya;2
2667;428837.477;4580693.453;61.169;-28;T03557S;N02226A;N02228C;03;Sants-Montjuïc;21532;114000;Plaça;Plaça Espanya;0;03;Sants-Montjuïc;21640;114000;Plaça;Plaça Espanya;3 - 4
2668;428761.516;4580657.234;140.676;44.4;T03558T;N02158F;N02228C;03;Sants-Montjuïc;21640;169409;Gran Via;Gran Via Corts Catalanes;326 - 378;03;Sants-Montjuïc;70011;169409;Gran Via;Gran Via Corts Catalanes;353 <=> 361 - 371
2669;429316.153;4580396.209;146.963;25.03;T03562P;N02236C;N02230W;03;Sants-Montjuïc;21540;144102;Carrer;Carrer Joaquim Blume;2 <=> 12;03;Sants-Montjuïc;21550;144102;Carrer;Carrer Joaquim Blume;1 - 5
2670;429356.202;4580303.916;128.516;25.9;T03563Q;N02231X;N02232Y;03;Sants-Montjuïc;21550;322109;Carrer;Carrer Segons Jocs Mediterranis;1 - 7;03;Sants-Montjuïc;21561;322109;Carrer;Carrer Segons Jocs Mediterranis;6 - 2
2671;429366.332;4580452.101;91.455;-70;T03564R;N02200Q;N02236C;03;Sants-Montjuïc;21540;178400;Carrer;Carrer Lleida;34 - 36 <=> 38;03;Sants-Montjuïc;21490;178400;Carrer;Carrer Lleida;25 <=> 41
2672;429429.106;4580299.332;71.875;294.82;T03566T;N02231X;N02234A;03;Sants-Montjuïc;21562;178400;Carrer;Carrer Lleida;42 - 44;03;Sants-Montjuïc;21411;178400;Carrer;Carrer Lleida;51 <=> 53 - 55
2673;429397.855;4580370.49;83.585;-67;T03568V;N02231X;N02236C;03;Sants-Montjuïc;21550;178400;Carrer;Carrer Lleida;40;03;Sants-Montjuïc;21411;178400;Carrer;Carrer Lleida;43 - 45 <=> 53 - 55
2674;429536.868;4580413.058;96.336;1.4;T03571Q;N02202S;N02193I;03;Sants-Montjuïc;21400;133605;Carrer;Carrer França Xica;32 - 40;03;Sants-Montjuïc;21411;133605;Carrer;Carrer França Xica;19 <=> 35 B
2675;429452.585;4580410.923;72.286;1.52;T03572R;N02193I;N02201R;03;Sants-Montjuïc;21480;133605;Carrer;Carrer França Xica;42 - 48 <=> 50;03;Sants-Montjuïc;21411;133605;Carrer;Carrer França Xica;37 - 39 <=> 41 - 43
2676;429399.071;4580409.495;34.779;1.54;T03573S;N02201R;N02236C;03;Sants-Montjuïc;21490;133605;Carrer;Carrer França Xica;52;03;Sants-Montjuïc;21411;133605;Carrer;Carrer França Xica;45
2677;429729.279;4580380.454;83.931;44.6;T03576V;N02239F;N02240Y;03;Sants-Montjuïc;21300;241801;Carrer;Carrer Palma;4 - 2 <=> 26 - 24;03;Sants-Montjuïc;21312;241801;Carrer;Carrer Palma;1 <=> 19
2678;429710.904;4580416.722;75.144;1.07;T03578X;N02240Y;N02220U;03;Sants-Montjuïc;21290;133605;Carrer;Carrer França Xica;12 <=> 20;03;Sants-Montjuïc;21312;133605;Carrer;Carrer França Xica;1 <=> 11
2679;429715.37;4580334.494;45.684;308.38;T03579Y;N02241Z;N02239F;03;Sants-Montjuïc;21300;311805;Carrer;Carrer Sancho Marraco;2 <=> 6;03;Sants-Montjuïc;21311;311805;Carrer;Carrer Sancho Marraco;1 - 3 <=> 9 - 11
2680;429686.453;4580370.968;47.409;-52;T03580R;N02239F;N02242A;03;Sants-Montjuïc;21312;311805;Carrer;Carrer Sancho Marraco;10 - 8 <=> 16;03;Sants-Montjuïc;21311;311805;Carrer;Carrer Sancho Marraco;1 - 3 <=> 9 - 11
2681;429605.647;4580363.025;133.525;48.22;T03581S;N02223X;N02237D;03;Sants-Montjuïc;21411;086301;Carrer;Carrer Concòrdia;66 <=> 76 - 82;03;Sants-Montjuïc;21320;086301;Carrer;Carrer Concòrdia;49 - 51 <=> 71 - 77
2682;429624.179;4580344.055;131.514;46.58;T03582T;N02242A;N02238E;03;Sants-Montjuïc;21320;271802;Carrer;Carrer Puríssima Concepció;2 <=> 24 - 28;03;Sants-Montjuïc;21311;271802;Carrer;Carrer Puríssima Concepció;1 <=> 17
2683;429961.568;4580356.802;58.417;344.36;T03585W;N02245D;N02246E;03;Sants-Montjuïc;20630;017105;Carrer;Carrer Anníbal;2 <=> 4 - 6;03;Sants-Montjuïc;20623;017105;Carrer;Carrer Anníbal;1 B <=> 3 B
2684;429886.918;4580378.147;96.868;343.85;T03586X;N02246E;N02217Z;03;Sants-Montjuïc;20731;017105;Carrer;Carrer Anníbal;8 - 20;03;Sants-Montjuïc;20760;017105;Carrer;Carrer Anníbal;5 - 7 <=> 17
2685;429812.477;4580399.278;57.898;344.66;T03587Y;N02217Z;N02221V;03;Sants-Montjuïc;20740;017105;Carrer;Carrer Anníbal;22 - 24 <=> 26 - 28;03;Sants-Montjuïc;20750;017105;Carrer;Carrer Anníbal;19 - 21 <=> 23 - 25
2686;429940.303;4580387.085;46.874;73;T03588Z;N02247F;N02246E;03;Sants-Montjuïc;20731;043207;Carrer;Carrer Blasco de Garay;54 - 50;03;Sants-Montjuïc;20630;043207;Carrer;Carrer Blasco de Garay;59 <=> 61
2687;429928.692;4580348.513;33.689;73.63;T03589A;N02246E;N02248G;03;Sants-Montjuïc;20760;043207;Carrer;Carrer Blasco de Garay;56 <=> 62;03;Sants-Montjuïc;20623;043207;Carrer;Carrer Blasco de Garay;63 <=> 67 - 73
2688;429917.564;4580316.962;33.32;67.48;T03590T;N02248G;N02249H;03;Sants-Montjuïc;20770;043207;Carrer;Carrer Blasco de Garay;64 - 66 <=> 66 B;03;Sants-Montjuïc;20624;043207;Carrer;Carrer Blasco de Garay;75 <=> 77
2689;429774.354;4580369.12;80.055;75;T03592V;N02221V;N02251B;03;Sants-Montjuïc;21300;273400;Carrer;Carrer Radas;44 - 42 <=> 62;03;Sants-Montjuïc;20750;273400;Carrer;Carrer Radas;71 <=> 85
2690;429234.038;4580405.313;97.792;-64;T03593W;N02229D;N02230W;03;Sants-Montjuïc;21631;332601;Carrer;Carrer Guàrdia Urbana;4 - 2;03;Sants-Montjuïc;21540;332601;Carrer;Carrer Guàrdia Urbana;1 - 3
2691;429314.955;4580242.742;74.106;-63;T03594X;N02232Y;N02252C;03;Sants-Montjuïc;21615;332601;Carrer;Carrer Guàrdia Urbana;6 <=> 12 - 10;03;Sants-Montjuïc;21561;332601;Carrer;Carrer Guàrdia Urbana;9
2692;429276.882;4580318.602;95.65;296.71;T03595Y;N02230W;N02232Y;03;Sants-Montjuïc;21615;332601;Carrer;Carrer Guàrdia Urbana;6 - 8;03;Sants-Montjuïc;21550;332601;Carrer;Carrer Guàrdia Urbana;5 - 7
2693;429789.602;4580219.582;66.502;73.78;T03596Z;N02253D;N02254E;03;Sants-Montjuïc;20794;066304;Carrer;Carrer Cariteo;2 <=> 24 - 26;03;Sants-Montjuïc;20794;066304;Carrer;Carrer Cariteo;1 <=> 15
2694;429864.346;4580193.29;37.067;64.64;T03597A;N02255F;N02256G;03;Sants-Montjuïc;20794;174205;Passatge;Passatge Julià;2 - 6 <=> 8;03;Sants-Montjuïc;20794;174205;Passatge;Passatge Julià;1 - 3 <=> 5 - 7
2695;429905.084;4580286.464;32.585;68.01;T03598B;N02249H;N02257H;03;Sants-Montjuïc;20770;043207;Carrer;Carrer Blasco de Garay;68 - 70;03;Sants-Montjuïc;20622;043207;Carrer;Carrer Blasco de Garay;79 <=> 83
2696;429885.633;4580240.697;66.879;66.47;T03599C;N02257H;N02256G;03;Sants-Montjuïc;20770;043207;Carrer;Carrer Blasco de Garay;72 - 74 <=> 80;03;Sants-Montjuïc;20622;043207;Carrer;Carrer Blasco de Garay;85 <=> 93 - 97
2697;429879.155;4580282.31;45.304;331.08;T03600E;N02257H;N02258I;03;Sants-Montjuïc;20770;323906;Passatge;Passatge Serrahima;2 <=> 16 - 16 B;03;Sants-Montjuïc;20770;323906;Passatge;Passatge Serrahima;1 <=> 7 - 11
2698;429886.968;4580202.74;32.795;-26;T03601F;N02259J;N02256G;03;Sants-Montjuïc;20622;174103;Carrer;Carrer Julià;2 <=> 6 - 4;03;Sants-Montjuïc;20794;174103;Carrer;Carrer Julià;1 - 5 <=> 31
2699;429835.586;4580230.774;84.301;330.53;T03602G;N02256G;N02254E;03;Sants-Montjuïc;20770;174103;Carrer;Carrer Julià;8 <=> 22;03;Sants-Montjuïc;20794;174103;Carrer;Carrer Julià;7 - 9 <=> 23
2700;429875.162;4580335.068;97.736;357.66;T03605J;N02248G;N02250A;03;Sants-Montjuïc;20760;118805;Passeig;Passeig Exposició;40 <=> 48;03;Sants-Montjuïc;20770;118805;Passeig;Passeig Exposició;73 - 75 <=> 83
2701;429799.207;4580334.399;54.368;4.04;T03606K;N02250A;N02251B;03;Sants-Montjuïc;20750;118805;Passeig;Passeig Exposició;50 <=> 52;03;Sants-Montjuïc;20780;118805;Passeig;Passeig Exposició;85 <=> 87 - 91
2702;429750.777;4580323.986;44.98;19.22;T03607L;N02251B;N02241Z;03;Sants-Montjuïc;21300;118805;Passeig;Passeig Exposició;54 <=> 60;03;Sants-Montjuïc;20780;118805;Passeig;Passeig Exposició;85 <=> 101
2703;429692.818;4580291.938;88.057;42.27;T03608M;N02241Z;N02243B;03;Sants-Montjuïc;21311;118805;Passeig;Passeig Exposició;62 <=> 70;03;Sants-Montjuïc;20793;118805;Passeig;Passeig Exposició;103 <=> 119
2704;429739.762;4580295.934;45.762;311.06;T03609N;N02241Z;N02261D;03;Sants-Montjuïc;20793;174103;Carrer;Carrer Julià;33 <=> 35;03;Sants-Montjuïc;20780;174103;Carrer;Carrer Julià;30
2705;429481.483;4579943.142;372.701;300.92;T03611H;N02264G;N02265H;03;Sants-Montjuïc;21590;316809;Passeig;Passeig Santa Madrona;14 - 2 <=> 38;03;Sants-Montjuïc;21581;316809;Passeig;Passeig Santa Madrona;1 - 5 <=> 7 - 17
2706;429544.627;4580197.384;148.647;0.83;T03613J;N02266I;N02267J;03;Sants-Montjuïc;21412;316809;Passeig;Passeig Santa Madrona;40 - 46;03;Sants-Montjuïc;21570;316809;Passeig;Passeig Santa Madrona;37 - 43
2707;429415.229;4580222.47;118.847;355;T03614K;N02267J;N02233Z;03;Sants-Montjuïc;21562;316809;Passeig;Passeig Santa Madrona;48 - 50;03;Sants-Montjuïc;21570;316809;Passeig;Passeig Santa Madrona;45 - 51
2708;429344.154;4580214.157;26.845;19.84;T03615L;N02233Z;N02252C;03;Sants-Montjuïc;21561;316809;Passeig;Passeig Santa Madrona;52 - 54;03;Sants-Montjuïc;21570;316809;Passeig;Passeig Santa Madrona;45 - 51
2709;429458.241;4580235.927;67.682;294.53;T03616M;N02234A;N02267J;03;Sants-Montjuïc;21562;178400;Carrer;Carrer Lleida;42 - 44;03;Sants-Montjuïc;21412;178400;Carrer;Carrer Lleida;57 - 61
2710;429489.384;4580170.563;77.143;296.3;T03617N;N02267J;N02268K;03;Sants-Montjuïc;21570;178400;Carrer;Carrer Lleida;46 <=> 48;03;Sants-Montjuïc;21570;178400;Carrer;Carrer Lleida;63 - 65
2711;428599.255;4580160.097;80.119;320.9;T03621J;N01903K;N01899F;03;Sants-Montjuïc;21740;096906;Carrer;Carrer Dàlia;20 <=> 28 - 26;03;Sants-Montjuïc;21690;096906;Carrer;Carrer Dàlia;1 - 3 <=> 5 - 21
2712;429964.875;4580471.944;43.221;73.5;T03623L;N02211T;N02271F;03;Sants-Montjuïc;20720;043207;Carrer;Carrer Blasco de Garay;44 <=> 48;03;Sants-Montjuïc;20640;043207;Carrer;Carrer Blasco de Garay;51 <=> 57
2713;429990.942;4580419.151;38.824;-17;T03624M;N02272G;N02273H;03;Sants-MontjuÃ¯c;20630;189202;Carrer;Carrer Magalh?es;39 <=> 41;03;Sants-MontjuÃ¯c;20640;189202;Carrer;Carrer Magalh?es;42
2714;430036.687;4580405.757;56.509;-16;T03625N;N02273H;N02274I;03;Sants-MontjuÃ¯c;20600;189202;Carrer;Carrer Magalh?es;33 <=> 37;03;Sants-MontjuÃ¯c;20590;189202;Carrer;Carrer Magalh?es;34 <=> 40 B
